QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,resp_A,resp_B,resp_C,resp_D,total_responses,pct_A,pct_B,pct_C,pct_D
630,2576,Calculate the area of an isosceles triangle where the dimensions are given in the same units,75,Area of Simple Shapes,C,What is the area of the triangle? ![Triangle with base the square root of 144 cm and height 6cm.](),\( 144 \mathrm{~cm}^{2} \),\( 72 \mathrm{~cm}^{2} \),\( 36 \mathrm{~cm}^{2} \),\( 5184 \mathrm{~cm}^{2} \),808.0,653.0,,,132,19,23,12,186,70.96774193548387,10.21505376344086,12.365591397849462,6.451612903225806
631,483,Raise a positive integer to a positive integer power,245,"Squares, Cubes, etc",C,"Jo and Paul are arguing about powers.

Jo says there is no value of \( m \) that means \( 3^{m} \) is even.

Paul says there is no value of \( n \) that means \( 4^{n} \) ends in \( 0 \).
Who is correct?","Only
Jo","Only
Paul",Both Jo and Paul,Neither is correct,557.0,557.0,,557.0,524,75,48,27,674,77.74480712166172,11.127596439169139,7.121661721068249,4.005934718100891
632,1561,Read values off a real life graph,58,Real Life Graphs,B,"Lethna pays at one rate for the first \( 100 \) units of electricity she uses. She pays at a different rate for all the other units of electricity she uses.

How much must she pay for using a total of \( 800 \) units of electricity? ![A graph showing how the cost changes for different numbers of units. The first 100 units cost £0.25 per unit. Then the rate changes to £0.10 per unit.]()",\( £ 110 \),\( £ 95 \),\( £ 200 \),\( £ 140 \),1582.0,,,,5,70,7,26,108,4.62962962962963,64.81481481481481,6.481481481481481,24.074074074074073
633,1494,Solve quadratic equations using balancing,65,Quadratic Equations,D,"A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d+3)^{2}-25=0
\)

Step \( 1 \)
\(
(d+3)^{2}=25
\)",\( d+3=5 \),\( d+3=12.5 \),\( d^{2}=22 \),\( d+3= \pm 5 \),132.0,2539.0,969.0,,16,3,77,2,98,16.3265306122449,3.061224489795918,78.57142857142857,2.0408163265306123
634,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,A,"Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What should replace the star? \(  \bigstar  \pm \sqrt{ ? - ?  } \)",\( 3 \),\( -3 \),\( 2 \),\( -2 \),,,1044.0,,119,40,15,20,194,61.34020618556701,20.618556701030926,7.731958762886598,10.309278350515463
635,1684,Estimate the size of obtuse angles using bearings,76,Bearings,A,"An exam question asks students to estimate the size of the bearing on the right
Tom writes his answer as: \( 110\degree\)
Katie writes her answer as: \( 190\degree\)

Who would get all the marks for this question in the exam? ![An obtuse angle drawn in a clockwise direction from a vertical north line.]()",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,599.0,599.0,599.0,17,25,111,14,167,10.179640718562874,14.97005988023952,66.46706586826348,8.383233532934131
636,221,Round numbers greater than 1 to two significant figures,215,Rounding to Significant Figures,A,"Tom and Katie are arguing about rounding.

Tom says \( \mathbf{6 0 5 . 7 6} \) rounded to \( 1 \) significant figure is \( \mathbf{6 0 0} \)

Katie says \( \mathbf{6 0 5 . 7 6} \) rounded to \( 2 \) significant figures is \( \mathbf{6 0 0} \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,,1402.0,,12,18,16,49,95,12.631578947368421,18.947368421052634,16.842105263157894,51.578947368421055
637,313,Multiply two decimals together with a different number of decimal places,224,Multiplying and Dividing with Decimals,B,\( 0.15 \times 0.2= \),\( 3 \),\( 0.03 \),\( 0.3 \),\( 0.003 \),1708.0,,1708.0,1708.0,24,23,48,325,420,5.714285714285714,5.476190476190476,11.428571428571429,77.38095238095238
638,1030,Represent a linear inequality with a single tail on a numberline,165,Inequalities on Number Lines,D,Which of the following diagrams represents \( x \leq 1 \) ?,"![A number line with integers from -5 to 5 marked on, with x as the axis label. There is an empty circle above 1, with an arrow pointing to the right coming off it.]()","![A number line with integers from -5 to 5 marked on, with x as the axis label. There is a filled in circle above 1, with an arrow pointing to the right coming off it.]()","![A number line with integers from -5 to 5 marked on, with x as the axis label. There is an empty circle above 1, with an arrow pointing to the left coming off it.]()","![A number line with integers from -5 to 5 marked on, with x as the axis label. There is a filled in circle above 1, with an arrow pointing to the right coming off it.]()",,1880.0,550.0,,39,18,99,15,171,22.807017543859647,10.526315789473683,57.89473684210527,8.771929824561402
639,84,Complete missing number mental addition problems up to 1000 ,203,Mental Addition and Subtraction,C,What number belongs in the box to make the calculation correct? \( 263+\square=900 \),\( 1163 \),\( 747 \),\( 637 \),\( 647 \),2271.0,467.0,,,11,13,10,39,73,15.068493150684931,17.80821917808219,13.698630136986301,53.42465753424658
640,1806,Find missing angles in a scalene triangle,439,Angles in Triangles,C,What is the size of angle \( k \) ? ![A triangle with one angle of 40 degrees. One angle of 32 degrees and the third angle is labelled k. ](),\( 72\degree\),\( 90\degree\),\( 108\degree\),\( 118\degree\),,1192.0,,699.0,7,21,361,16,405,1.728395061728395,5.185185185185185,89.13580246913581,3.950617283950617
641,3134,Identify factors of algebraic expressions,219,Factors and Highest Common Factor,D,"Tom and Katie are discussing factors

Tom says \( 4 \) is a common factor of \( 6 x \) and \( 9 y^{2} \)

Katie says \( y \) is a common factor of \( 6 x \) and \( 9 y^{2} \)

Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,1554.0,1554.0,1554.0,,14,63,33,38,148,9.45945945945946,42.567567567567565,22.2972972972973,25.675675675675674
642,1438,Factorise a quadratic expression in the form ax² - c,254,Difference of Two Squares,A,"When factorised, \( 9 x^{2}-16 \) will become...",\( (3 x+4)(3 x-4) \),\( 9 x(x-16) \),\( 3 x(3 x-16-) \),\( (3 x+4)(3 x+4) \),,2549.0,2549.0,547.0,72,6,8,15,101,71.28712871287128,5.9405940594059405,7.920792079207921,14.85148514851485
643,277,Carry out division problems involving negative non-integers,212,Multiplying and Dividing Negative Numbers,A,\( \frac{(-3) \times(-2)}{(-0.2)}= \),\( -30 \),\( -3 \),\( 30 \),\( 3 \),,1619.0,1558.0,,12,38,31,165,246,4.878048780487805,15.447154471544716,12.601626016260163,67.07317073170732
644,1410,Expand two brackets with linear terms in the form (ax + b)(cx + d),51,Expanding Double Brackets,A,"Molly is expanding these two brackets.

What should she get when she multiplies the two terms indicated by the arrows? ![The brackets shown are (2p-1)(3p-4). The arrows are pointing at the -1 in the first bracket and the -4 in the second bracket.]()",\( +4 \),\( -4 \),\( +5 \),\( -5 \),,1597.0,,2143.0,0,0,1,86,87,0.0,0.0,1.1494252873563218,98.85057471264368
645,1804,Find missing angles in an isosceles triangle,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",D,What is the size of angle \( w \) ? ![An isosceles triangle with one of the base angles labelled with a w and the angle vertically opposite the vertex angle labelled with 27 degrees](),\( 27^{\degree} \),\( 51^{\degree} \),\( 54^{\degree} \),\( 76.5^{\degree} \),415.0,,1791.0,,108,864,276,164,1412,7.64872521246459,61.18980169971672,19.54674220963173,11.614730878186968
646,221,Round numbers greater than 1 to two significant figures,215,Rounding to Significant Figures,A,What is \( \mathbf{1 8 7 . 2 5 9} \) rounded to two significant figures?,\( 190 \),\( 180 \),\( 187.26 \),\( 8 \),,1379.0,739.0,,7,3,179,8,197,3.5532994923857872,1.5228426395939088,90.86294416243655,4.060913705583756
647,3125,Multiply surds by an integer,249,Operations with Surds,C,"\(9 \times \sqrt{3}\)

Simplify, if possible.",\( \sqrt{12} \),\( \sqrt{27} \),\( 9 \sqrt{3} \),Cannot be simplified,19.0,2082.0,,754.0,21,128,35,42,226,9.29203539823009,56.63716814159292,15.486725663716813,18.58407079646018
648,1411,Expand two brackets with linear terms in the form (ax + b)²,51,Expanding Double Brackets,C,"Expand and simplify:
\(
(3 y-4)^{2}
\)",\( 9 y^{2}-16 \),\( 9 y^{2}+16 \),\( 9 y^{2}-24 y+16 \),\( (3 y-4)(3 y-4) \),1872.0,1872.0,,894.0,411,42,26,8,487,84.39425051334702,8.624229979466119,5.338809034907597,1.642710472279261
649,311,Multiply a decimal by an integer,224,Multiplying and Dividing with Decimals,B,"Tom and Katie are discussing multiplying decimals.

Tom says \( 5 \times 3.9=3 \times 5.9 \)

Katie says \( 5 \times 3.9=3.9 \times 5 \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,2051.0,,2051.0,638.0,26,109,182,17,334,7.784431137724551,32.634730538922156,54.49101796407185,5.089820359281437
650,2432,Describe the properties of an isosceles triangle,175,Properties of Triangles,B,Which description describes an isosceles triangle?,A triangle with one right angle.,A triangle with two sides of equal length and two equal angles.,A triangle with three sides of equal length and three equal angles.,A triangle with no sides of equal length and no equal angles.,1970.0,,1176.0,2423.0,12,95,10,16,133,9.022556390977442,71.42857142857143,7.518796992481203,12.030075187969924
651,3119,Use brackets to write function machines as calculations,70,Writing Expressions,C,"Tom and Katie are arguing about the result of this Function Machine:
Tom says the output is: \( 3 n-12 \)
Katie says the output is: \( 3(n-4) \)
Who is correct? ![A function machine with input n and operations subtract 4, multiply by 3]()",Only Tom,"Only
Katie",Both Tom and Katie,Neither is correct,102.0,102.0,,,21,18,9,309,357,5.88235294117647,5.042016806722689,2.5210084033613445,86.5546218487395
652,3513,Describe a term-to-term sequence,173,Other Sequences,D,"Which of the following term-to-term rule describes this sequence?
\[
4, \quad 10, \quad 28, \quad 82, \quad \ldots
\]",To get the next term you add \( 6 \) to the previous term,To get the next term you add the previous two terms together,To get the next term you double the previous term and add \( 2 \),To get the next term you multiply the previous term by \( 3 \) and subtract \( 2 \),108.0,,108.0,,3,79,14,19,115,2.608695652173913,68.69565217391305,12.173913043478262,16.52173913043478
653,223,Round numbers between 0 and 1 to one significant figure,215,Rounding to Significant Figures,C,"Round this number to \( 1 \) significant figure:
\( 0.00809 \)",\( 0.01 \),\( 0 \),\( 0.008 \),\( 0.009 \),2392.0,1876.0,,1988.0,1,36,12,2,51,1.9607843137254901,70.58823529411765,23.52941176470588,3.9215686274509802
654,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,A,"Simplify the following, if possible: \( \frac{m^{2}-2 m-3}{m-3} \)",\( m+1 \),\( m-2 \),\( m-1 \),Does not simplify,,,,167.0,44,53,353,43,493,8.924949290060852,10.75050709939148,71.6024340770791,8.72210953346856
655,271,Carry out missing number multiplication problems involving negative integers,212,Multiplying and Dividing Negative Numbers,D,"What should replace the star?

\(
(-6) \times \color{gold}\bigstar \color{black} =-8
\)",\( \frac{6}{8} \),\( -\frac{6}{8} \),\( -\frac{8}{6} \),\( \frac{8}{6} \),1.0,,1597.0,,166,700,1040,230,2136,7.771535580524344,32.77153558052434,48.68913857677903,10.767790262172285
656,471,Recognise cube numbers,246,"Square Roots, Cube Roots, etc",C,What is the first cube number greater than \( 40 \) ?,\( 43 \),\( 49 \),\( 64 \),\( 125 \),183.0,2576.0,,,73,11,11,22,117,62.39316239316239,9.401709401709402,9.401709401709402,18.803418803418804
657,29,Order integers with the same number of digits,202,Place Value,A,"Tom and Katie are discussing how to order integers

Tom says \( 5000 \) is greater than \( 4987 \)

Katie says \( 3050 \) is greater than \( 3500 \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,2375.0,2375.0,1365.0,9,8,8,50,75,12.0,10.666666666666668,10.666666666666668,66.66666666666666
658,3074,Work out the y-intercept of a line from an accurate drawing,260,Finding the Gradient and Intercept of a Line from the Equation,B,"Use a graphing program (e.g. Desmos) to plot the following pairs of functions.
\[
y=x^{2} - 4 \quad \text { and } \quad y=x-4
\]

Tom says both functions are linear

Katie says both functions cross the \( y \)-axis at the same point

Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,,,2511.0,780.0,4,56,12,10,82,4.878048780487805,68.29268292682927,14.634146341463413,12.195121951219512
659,1790,Work out the size of each interior angle in a regular polygon,183,Angles in Polygons,D,Tom and Katie are discussing how to calculate the size of each interior angle in a regular \( 18 \) sided shape Tom says you can do \( \frac{20 \times 180}{18} \) Katie says you can do \( 360-\frac{180}{18} \) Who is correct?,"Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,654.0,1907.0,,,211,4,7,5,227,92.95154185022027,1.762114537444934,3.0837004405286343,2.2026431718061676
660,941,Find the gradient of a line written in the form ax + by = c,260,Finding the Gradient and Intercept of a Line from the Equation,D,"A line has equation \( 5 x+3 y=7 \)
What is its gradient?",\( \frac{3}{5} \),\( -5 \),\( 5 \),\( -\frac{5}{3} \),1896.0,1417.0,130.0,,17,16,135,56,224,7.5892857142857135,7.142857142857142,60.26785714285714,25.0
661,2574,Calculate the area of a right-angled triangle where the dimensions are given in the same units,75,Area of Simple Shapes,B,"What is the area of this shape? ![Purple, right angled triangle on square grid with area of 5 square units. Base length 5 and perpendicular height 2]()",\( 4.5 \),\( 5 \),\( 6 \),Not enough information,,,1292.0,1292.0,158,14,42,89,303,52.14521452145215,4.62046204620462,13.861386138613863,29.372937293729372
662,2598,"Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape",197,Volume and Capacity Units,C,"The perimeter of this rectangle is \( 5.6 \mathrm{~cm} \).

What is the length of the side marked with a star? ![Rectangle with base length labelled 1.02 cm and side length labelled with a gold star]()",\( 4.58 \mathrm{~cm} \),\( 1.6 \mathrm{~cm} \),\( 1.78 \mathrm{~cm} \),\( 4.4 \mathrm{~cm} \),1706.0,567.0,,,21,14,88,13,136,15.441176470588236,10.294117647058822,64.70588235294117,9.558823529411764
663,3343,Recognise and use efficient methods for mental division,204,Mental Multiplication and Division,A,"This is how Teddy calculates the answer to \( 600 \div 25 \) mentally ""There are \( 4 \) lots of \( 25 \) in 100. I then multiplied \( 4 \) by \( 6 \) to get \( 24 \). So \( 600 \) divided by \( 25 \) is \( 24 \)"" Teddy uses the same method to calculate \( 800 \div 25 \). Which of the following shows how he would do this?","There are \( 4 \) lots of \( 25 \) in \( 100 \) 
Then I multiplied \( 4 \) by \( 8 \) 
So the answer is \( 32 \)","There are \( 4 \) lots of \( 25 \) in \( 100 \) 
Then I multiplied \( 8 \) by \( 6 \) 
So the answer is \( 48 \)","There are \( 6 \) lots of \( 25 \) in \( 100 \) 
Then I multiplied \( 6 \) by \( 4 \) 
So the answer is \( 24 \)","There are \( 8 \) lots of \( 25 \) in \( 100 \)
Then I multiplied \( 8 \) by \( 6 \) 
So the answer is \( 48 \)",,2438.0,,,107,24,20,240,391,27.365728900255753,6.138107416879795,5.115089514066496,61.38107416879796
664,218,Round numbers to two decimal places,214,Rounding to Decimal Places,A,"Two different numbers are equal to \( 4.37 \) to two decimal places.
The numbers could be....","\( 4.3708 \)
and
\( 4.3651 \)","\[
4.3728
\]
and
\[
4.3628
\]","\( 4.373 \)
and
\( 3.371 \)","\[
4.3751
\]
and
\[
4.3659
\]",,1988.0,,1379.0,2,104,9,3,118,1.694915254237288,88.13559322033898,7.627118644067797,2.5423728813559325
665,3104,Understand the meaning of congruency,274,Congruency in Other Shapes,C,"Tom and Katie are discussing congruent shapes.
Tom says you can reflect a shape and it will still be congruent to the original.

Katie says you can rotate a shape and it will still be congruent to the original.
Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,1318.0,1318.0,,1318.0,137,98,986,86,1307,10.482019892884468,7.4980872226472846,75.43993879112472,6.5799540933435345
666,212,Round non-integers to the nearest 100,213,"Rounding to the Nearest Whole (10, 100, etc)",B,"\[
34590.8549
\]
What is this number rounded to the nearest \( 100 \) ?",\( 34590 \),\( 34600 \),\( 34500 \),\( 35000 \),1248.0,,1379.0,2392.0,21,11,60,21,113,18.58407079646018,9.734513274336283,53.09734513274337,18.58407079646018
